1,0
51,0
101,0
151,0
201,0
251,0
301,0
351,0
401,1.33333
451,1
501,1.33333
551,2.66667
601,3.66667
651,4
701,5.33333
751,6.33333
801,7
851,7.66667
901,8.66667
951,9.66667
1001,11
1051,13.6667
1101,11.6667
1151,15.6667
1201,12.6667
1251,12.6667
1301,14
1351,15
1401,18
1451,17.3333
1501,20
1551,21.3333
1601,21.3333
1651,23
1701,25.6667
1751,25.3333
1801,26.6667
1851,32.6667
1901,29.6667
1951,34.3333
2001,33.6667
2051,38.3333
2101,36.6667
2151,39.6667
2201,45.3333
2251,44.6667
2301,63
2351,46.3333
2401,48
2451,49.6667
2501,50.6667
2551,54.6667
2601,55
2651,61
2701,58
2751,65.6667
2801,63
2851,66.3333
2901,64
2951,65.6667
3001,73.3333
3051,67
3101,84.6667
3151,71.6667
3201,91.6667
3251,82.3333
3301,85
3351,95.3333
3401,97.3333
3451,118.333
3501,92
3551,98
3601,107.333
3651,106
3701,101.667
3751,111
3801,111.667
3851,112.667
3901,132
3951,128.667
4001,129.333
4051,127
4101,179.333
4151,136.333
4201,139.333
4251,163.333
4301,146
4351,144.333
4401,154.333
4451,190
4501,178.667
4551,162.333
4601,180.667
4651,176.333
4701,205.667
4751,182
4801,199
4851,214.333
4901,211.667
4951,207.333
5001,200.333
5051,262
5101,211.333
5151,217.333
5201,215.333
5251,238
5301,237
5351,249.667
5401,252
5451,244.333
5501,402
5551,292.667
5601,296
5651,310.667
5701,328.333
5751,319.667
5801,322
5851,394
5901,403.667
5951,446.667
6001,457.667
6051,450.333
6101,447.667
6151,477.667
6201,501.333
6251,512.667
6301,579.333
6351,522.333
6401,549
6451,526
6501,496.667
6551,386.667
6601,397
6651,992.667
6701,554.667
6751,573
6801,598.333
6851,683.667
6901,652.333
6951,778.667
7001,740.667
7051,1005.67
7101,1014
7151,943.667
7201,952.667
7251,978.667
7301,949.333
7351,967
7401,998.667
7451,1132
7501,676.333
7551,728.667
7601,795.333
7651,1153.33
7701,1132.33
7751,1241.33
7801,1001.67
7851,1112.67
7901,1167.67
7951,1102
8001,1092.67
8051,1129.67
8101,1070.67
8151,1221.33
8201,1491.67
8251,1390.67
8301,1225.67
8351,1400.67
8401,1552
8451,1516
8501,1617.67
8551,1144.67
8601,988
8651,1074
8701,2459.33
8751,1539.33
8801,1501
8851,826.333
8901,1414.33
8951,1372.33
9001,1328.67
9051,2155.33
9101,2210.33
9151,2282
9201,1546.33
9251,1823.33
9301,1496
9351,1539
9401,1495
9451,1520
9501,1787.33
9551,1646.33
9601,1642
9651,1813
9701,1619.67
9751,1697.67
9801,1776
9851,1918.33
9901,1944.67
9951,2585.33
10001,3220.33
10051,2956
10101,2508
10151,2101.33
10201,1926
10251,1889.33
10301,1905.33
10351,2012
10401,1907.67
10451,2037.67
10501,1917.33
10551,2029.33
10601,1983.67
10651,2585.67
10701,2786
10751,2984.67
10801,3072.33
