1,0
51,0
101,0
151,0
201,0
251,0
301,0
351,0
401,0
451,0
501,0
551,0
601,0
651,0
701,0.333333
751,0.333333
801,1
851,1.33333
901,1.33333
951,1.33333
1001,1.33333
1051,2.66667
1101,2
1151,2.33333
1201,3
1251,3
1301,6
1351,4
1401,5
1451,4
1501,6.33333
1551,5.66667
1601,5.66667
1651,6
1701,6.33333
1751,6.66667
1801,7
1851,8.33333
1901,9.33333
1951,10
2001,9
2051,12
2101,12
2151,12.3333
2201,11.3333
2251,13.3333
2301,23
2351,15.3333
2401,15
2451,14.6667
2501,14.3333
2551,16.3333
2601,13.6667
2651,17.6667
2701,14.6667
2751,15
2801,17.6667
2851,17
2901,17.6667
2951,18.6667
3001,20.3333
3051,19.6667
3101,22.6667
3151,20.3333
3201,21.6667
3251,23.6667
3301,23.6667
3351,25.3333
3401,25.3333
3451,30.6667
3501,26
3551,27
3601,31.3333
3651,31.6667
3701,33.3333
3751,37.3333
3801,35
3851,37.6667
3901,40.6667
3951,37.3333
4001,39
4051,42.3333
4101,43.6667
4151,44
4201,47.6667
4251,64.6667
4301,46.6667
4351,48.3333
4401,52.6667
4451,52
4501,53.3333
4551,56
4601,62.6667
4651,67.6667
4701,62
4751,59.3333
4801,61.6667
4851,68
4901,66.3333
4951,67.6667
5001,71
5051,78
5101,74
5151,76.6667
5201,76.6667
5251,75.3333
5301,79.6667
5351,81.3333
5401,84.3333
5451,84.3333
5501,119.333
5551,77.6667
5601,78.3333
5651,109
5701,105
5751,106
5801,117.667
5851,124.333
5901,109.333
5951,122.333
6001,121.333
6051,123.667
6101,167.333
6151,171
6201,152.333
6251,170.667
6301,195.667
6351,182.333
6401,175.333
6451,172
6501,148.333
6551,178.333
6601,166.667
6651,456.333
6701,125.667
6751,120.333
6801,185.333
6851,145
6901,158
6951,175.333
7001,172.333
7051,230.667
7101,263
7151,214.333
7201,333.667
7251,301.667
7301,289.667
7351,282.333
7401,276.333
7451,302.667
7501,287.333
7551,318.667
7601,340
7651,225.333
7701,234.333
7751,237.667
7801,344
7851,371
7901,417.667
7951,323
8001,294.667
8051,311
8101,294
8151,307
8201,285.333
8251,439.333
8301,368.667
8351,400
8401,423.667
8451,385
8501,371
8551,393.667
8601,407.667
8651,430.667
8701,1122.67
8751,324
8801,292.667
8851,408.333
8901,320.333
8951,370
9001,318.667
9051,459
9101,454.333
9151,356
9201,621.667
9251,722.333
9301,686.333
9351,390.667
9401,574.667
9451,373.333
9501,431
9551,526
9601,524
9651,442
9701,516.333
9751,480
9801,580.667
9851,571
9901,501.333
9951,554.333
10001,548.667
10051,608.667
10101,913
10151,1062
10201,714
10251,575.667
10301,817
10351,930.667
10401,903.667
10451,977
10501,984.333
10551,983.333
10601,1007.33
10651,1100.33
10701,1073.67
10751,1464
10801,1621.67
