1,0
51,3.3e-05
101,0.000222
151,0.000611
201,0.001409
251,0.00265
301,0.00479
351,0.007612
401,0.011411
451,0.016402
501,0.024086
551,0.029529
601,0.039589
651,0.050423
701,0.074078
751,0.075824
801,0.090197
851,0.115138
901,0.1306
951,0.166659
1001,0.203937
1051,0.229723
1101,0.308612
1151,0.37417
1201,0.437436
1251,0.592728
1301,0.78374
1351,0.98424
1401,1.13252
1451,1.24122
1501,1.4677
1551,1.74097
1601,1.92508
1651,2.20149
1701,2.60145
1751,2.50166
1801,2.77997
1851,3.0116
1901,3.18778
1951,3.45245
2001,4.07657
2051,7.33069
2101,12.0967
2151,13.0204
2201,13.768
2251,14.4105
2301,14.8023
2351,16.1088
2401,22.5972
2451,23.7929
2501,24.6476
2551,19.4439
2601,16.5344
2651,14.8675
2701,25.6193
2751,31.108
2801,28.4
2851,25.7144
2901,26.7984
2951,28.2625
3001,24.3836
3051,23.2602
3101,13.8469
3151,13.6546
3201,14.1403
3251,14.972
3301,15.5596
3351,16.3197
3401,16.94
3451,17.8085
3501,18.5095
3551,19.5086
3601,20.282
3651,21.2195
3701,21.964
3751,22.7175
3801,23.587
3851,25.6782
3901,27.359
3951,29.4409
4001,28.7218
4051,31.0689
4101,31.543
4151,33.9426
4201,32.7191
4251,37.4083
4301,40.5006
4351,39.2772
4401,39.3345
4451,42.3153
4501,44.6094
4551,100.603
4601,120.427
4651,126.582
4701,133.943
4751,140.409
4801,116.076
4851,101.481
4901,127.89
4951,149.609
5001,130.152
5051,168.151
5101,173.18
5151,176.916
5201,171.854
5251,176.931
5301,192.373
5351,198.995
5401,205.954
5451,213.777
5501,219.195
5551,220.815
5601,232.736
5651,238.115
5701,243.832
5751,290.887
5801,326.381
5851,325.172
5901,243.19
5951,235.056
6001,222.693
