1,0
51,0.00014
101,0.001135
151,0.003629
201,0.015521
251,0.063349
301,0.073493
351,0.117364
401,0.171239
451,0.243798
501,0.334227
551,0.44091
601,0.584694
651,0.745942
701,1.03163
751,1.20472
801,1.50232
851,1.78944
901,2.16487
951,2.60551
1001,3.12616
1051,5.02115
1101,5.94176
1151,7.1245
1201,9.11927
1251,13.5284
1301,16.2916
1351,19.1453
1401,14.9225
1451,16.2527
1501,28.0964
1551,32.6011
1601,38.0492
1651,41.4758
1701,43.2072
1751,49.2809
1801,54.5079
1851,46.6593
1901,41.4068
1951,42.0713
2001,46.8077
2051,51.0188
2101,54.6871
2151,59.2367
2201,65.8072
2251,70.8023
2301,108.074
2351,88.4811
2401,86.1745
2451,95.9722
2501,143.868
2551,152.344
2601,164.223
2651,176.309
2701,145.62
2751,150.007
2801,199.996
2851,218.393
2901,263.225
2951,239.649
3001,260.879
3051,268.552
3101,333.384
3151,311.204
3201,315.083
3251,377.858
3301,392.543
3351,308.485
3401,386.715
3451,451.327
3501,388.988
