1,0
51,5.6e-05
101,0.00042
151,0.001245
201,0.002543
251,0.006954
301,0.01052
351,0.017865
401,0.031322
451,0.046893
501,0.0705
551,0.098672
601,0.125102
651,0.160013
701,0.195745
751,0.242572
801,0.313739
851,0.424276
901,0.490026
951,0.680865
1001,0.864296
1051,1.11306
1101,1.31324
1151,1.46254
1201,1.66793
1251,1.90164
1301,2.30387
1351,2.61687
1401,3.0853
1451,3.55967
1501,3.98067
1551,4.51784
1601,5.00915
1651,5.59567
1701,5.79731
1751,6.41515
1801,6.71158
1851,7.65513
1901,7.91404
1951,8.44788
2001,5.39986
2051,5.19185
2101,5.60506
2151,6.21992
2201,6.73121
2251,7.08308
2301,7.01081
2351,7.29498
2401,7.72492
2451,8.3569
2501,9.20902
2551,9.2416
2601,9.53852
2651,10.361
2701,11.9341
2751,12.2626
2801,13.3918
2851,17.275
2901,23.8217
2951,15.7953
3001,16.5
3051,17.5517
3101,18.3371
3151,19.6402
3201,20.3834
3251,21.3661
3301,23.1001
3351,21.8588
3401,27.17
3451,44.0861
3501,44.4565
3551,46.6671
3601,47.6116
3651,49.7115
3701,52.3722
3751,57.0556
3801,58.5868
3851,61.4985
3901,63.2183
3951,53.2614
4001,68.3176
4051,68.7778
4101,75.2777
4151,79.9502
4201,83.3883
4251,85.5319
4301,90.6892
4351,94.2077
4401,99.0351
4451,94.0274
4501,93.8994
4551,76.2817
4601,92.5241
4651,114.157
4701,100.201
4751,111.096
4801,127.05
4851,135.695
4901,136.691
4951,137.443
5001,138.692
5051,137.34
5101,151.891
5151,156.071
5201,163.045
5251,168.543
5301,172.841
5351,176.798
5401,179.255
5451,183.456
5501,198.747
5551,200.42
5601,203.394
5651,181.562
5701,99.3123
5751,104.052
5801,118.668
5851,113.622
5901,134.754
5951,138.011
6001,129.024
