1,0
51,0.000118
101,0.000999
151,0.003058
201,0.009203
251,0.011767
301,0.012431
351,0.02564
401,0.040369
451,0.058991
501,0.082635
551,0.125405
601,0.188484
651,0.246862
701,0.314241
751,0.395418
801,0.494491
851,0.586001
901,0.716604
951,0.856563
1001,1.0153
1051,1.1816
1101,1.34184
1151,1.554
1201,1.79281
1251,2.03062
1301,2.28214
1351,3.00802
1401,3.99807
1451,4.39726
1501,4.60372
1551,5.29744
1601,6.03075
1651,6.39037
1701,6.95126
1751,7.52643
1801,8.26919
1851,9.22338
1901,9.92817
1951,11.6376
2001,12.6281
2051,17.7734
2101,39.8407
2151,36.495
2201,27.2252
2251,21.6801
2301,68.0552
2351,38.098
2401,42.3877
2451,60.161
2501,55.6803
2551,52.5664
2601,53.8346
2651,64.6854
2701,64.7642
2751,75.6443
2801,80.4488
2851,84.5941
2901,81.847
2951,95.6505
3001,102.846
3051,110.853
3101,117.378
3151,121.553
3201,134.413
3251,135.743
3301,125.291
3351,113.729
3401,108.501
3451,165.451
3501,118.204
3551,124.019
3601,130.702
3651,136.841
3701,143.344
3751,163.468
3801,156.104
3851,162.774
3901,186.717
3951,175.043
4001,182.777
4051,193.534
4101,243.488
4151,230.88
4201,220.585
4251,238.793
4301,244.775
4351,283.26
4401,287.97
4451,307.917
4501,407.124
4551,377.029
